item_name,year,indent_level,cpi_u,cpi_w,bls_item_code,bls_series_id_cpi_u_nsa
"Comm Hlth Ins, Retnd-Dental Ser",1991,0,0.006,0.006,SE5813,CUUR0000SE5813
"Comm Hlth Ins, Retnd-Eyecare Ser",1991,0,0.0,0.0,SE5814,CUUR0000SE5814
"Comm Hlth Ins, Retnd-Other Ser",1991,0,0.001,0.001,SE5815,CUUR0000SE5815
"Comm Hlth Ins, Retnd-Hosp Room",1991,0,0.021,0.021,SE5816,CUUR0000SE5816
"Comm Hlth Ins, Retnd-Oth in Hosp Ser",1991,0,0.021,0.022,SE5817,CUUR0000SE5817
"Comm Hlth Ins, Retnd-Out Hosp Ser",1991,0,0.009,0.009,SE5818,CUUR0000SE5818
"Blue Cr Hlth Ins, Retnd Earng",1991,0,0.079,0.064,SE582,CUUR0000SE582
Blue Cr Retnd Earng-Prescrip Drug,1991,0,0.002,0.002,SE5821,CUUR0000SE5821
Blue Cr Retnd Earng-Physicians' Ser,1991,0,0.019,0.015,SE5822,CUUR0000SE5822
Blue Cr Retnd Earng-Dental Ser,1991,0,0.001,0.001,SE5823,CUUR0000SE5823
Blue Cr Retnd Earng-Eyecare Ser,1991,0,0.0,0.0,SE5824,CUUR0000SE5824
Blue Cr Retnd Earng-Other Ser,1991,0,0.001,0.001,SE5825,CUUR0000SE5825
Blue Cr Retnd Earng-Hosp Room,1991,0,0.024,0.019,SE5826,CUUR0000SE5826
Blue Cr Retnd Earng-Other in Hosp Ser,1991,0,0.022,0.018,SE5827,CUUR0000SE5827
Blue Cr Retnd Earng-Out Hosp Ser,1991,0,0.01,0.008,SE5828,CUUR0000SE5828
"Hlth Maintenance Plan, Retnd Earng",1991,0,0.005,0.005,SE583,CUUR0000SE583
Hmo Retnd Earng-Prescrip Drug,1991,0,0.0,0.0,SE5831,CUUR0000SE5831
Hmo Retnd Earng-Physicians' Ser,1991,0,0.002,0.002,SE5832,CUUR0000SE5832
Hmo Retnd Earng-Dental Ser,1991,0,0.0,0.0,SE5833,CUUR0000SE5833
Hmo Retnd Earng-Eyecare Ser,1991,0,0.0,0.0,SE5834,CUUR0000SE5834
Hmo Retnd Earng-Other Ser,1991,0,0.0,0.0,SE5835,CUUR0000SE5835
Hmo Retnd Earng-Hosp Room,1991,0,0.001,0.001,SE5836,CUUR0000SE5836
Hmo Retnd Earng-Other in Hosp Ser,1991,0,0.001,0.001,SE5837,CUUR0000SE5837
Hmo Retnd Earng-Out Hosp Ser,1991,0,0.0,0.0,SE5838,CUUR0000SE5838
"Medicare & Comm Medi Supp, Retnd",1991,0,0.109,0.046,SE584,CUUR0000SE584
"Oth Hlth Ins, Retnd-Prescrip Drug",1991,0,0.001,0.001,SE5841,CUUR0000SE5841
"Oth Hlth Ins, Retnd-Physicians' Ser",1991,0,0.053,0.023,SE5842,CUUR0000SE5842
"Oth Hlth Ins, Retnd-Dental Ser",1991,0,0.003,0.001,SE5843,CUUR0000SE5843
"Oth Hlth Ins, Retnd-Eyecare Ser",1991,0,0.0,0.0,SE5844,CUUR0000SE5844
"Oth Hlth Ins, Retnd-Other Ser",1991,0,0.004,0.002,SE5845,CUUR0000SE5845
"Oth Hlth Ins, Retnd-Hosp Room",1991,0,0.012,0.005,SE5846,CUUR0000SE5846
"Oth Hlth Ins, Retnd-Other in Hosp Ser",1991,0,0.012,0.005,SE5847,CUUR0000SE5847
"Oth Hlth Ins, Retnd-Out Hosp Ser",1991,0,0.022,0.009,SE5848,CUUR0000SE5848
Reading Materials,1991,0,0.698,0.613,SE59,CUUR0000SE59
Newspapers,1991,0,0.347,0.321,SE5901,CUUR0000SE5901
"Magazines,Periodicals, and Books",1991,0,0.352,0.292,SE5902,CUUR0000SE5902
Unpriced Items,1991,0,0.0,0.0,SE5909,CUUR0000SE5909
"Sporting Goods, Equipment",1991,0,0.447,0.546,SE60,CUUR0000SE60
Sport Vehicles Including Bicycles,1991,0,0.201,0.314,SE6001,CUUR0000SE6001
Other Sporting Goods,1991,0,0.246,0.232,SE6002,CUUR0000SE6002
"Toys, Hobbies, Other Entertainment",1991,0,0.881,0.951,SE61,CUUR0000SE61
"Toys,Hobbies, & Music Equipment",1991,0,0.4,0.437,SE6101,CUUR0000SE6101
"Photo Supplies, Equipment",1991,0,0.126,0.113,SE6102,CUUR0000SE6102
Pet Expense,1991,0,0.345,0.386,SE6103,CUUR0000SE6103
Unpriced Items,1991,0,0.011,0.014,SE6109,CUUR0000SE6109
Entertainment Services,1991,0,2.33,1.917,SE62,CUUR0000SE62
Club Memberships,1991,0,0.381,0.211,SE6201,CUUR0000SE6201
Fees for Participant Sports Excl Club,1991,0,0.366,0.326,SE6202,CUUR0000SE6202
Admissions,1991,0,0.683,0.584,SE6203,CUUR0000SE6203
Fees for Lssns or Instruction,1991,0,0.227,0.163,SE6204,CUUR0000SE6204
Phtgr Fees/Flm Prc/Pet & Vet Ser/Oth,1991,0,0.652,0.619,SE6205,CUUR0000SE6205
Unpriced Items,1991,0,0.022,0.013,SE6209,CUUR0000SE6209
Tobacco and Smoking Products,1991,0,1.665,2.196,SE63,CUUR0000SE63
Tobacco and Smoking Products,1991,0,1.664,2.196,SE6301,CUUR0000SE6301
Unpriced Items,1991,0,0.0,0.0,SE6309,CUUR0000SE6309
"Toilet Gds,Pers Care Appl",1991,0,0.632,0.652,SE64,CUUR0000SE64
"Oth Tlt Gds, Sm Pcare Appl Incl H & D",1991,0,0.362,0.397,SE6401,CUUR0000SE6401
"Cos,Bath & Nail Prep/Manicure & Eye",1991,0,0.27,0.255,SE6403,CUUR0000SE6403
Personal Care Services,1991,0,0.555,0.494,SE65,CUUR0000SE65
Beauty Parlor Svc-Females,1991,0,0.443,0.39,SE6501,CUUR0000SE6501
"Haircts,Oth Brbr Svc-Male",1991,0,0.112,0.103,SE6502,CUUR0000SE6502
Unpriced Items,1991,0,0.0,0.0,SE6509,CUUR0000SE6509
School Books and Supplies,1991,0,0.243,0.211,SE66,CUUR0000SE66
"School Books,Supp-College",1991,0,0.171,0.138,SE6601,CUUR0000SE6601
"Elem/High Schl Books,Supp",1991,0,0.059,0.06,SE6602,CUUR0000SE6602
Unpriced Items,1991,0,0.013,0.013,SE6609,CUUR0000SE6609
"Tuition,Other School Fees",1991,0,2.339,1.974,SE67,CUUR0000SE67
College Tuition,1991,0,1.34,0.995,SE6701,CUUR0000SE6701
"Elem,High School Tuition",1991,0,0.418,0.336,SE6702,CUUR0000SE6702
Day Care & Nursery School,1991,0,0.35,0.425,SE6703,CUUR0000SE6703
"Tuition for Tech, Business & Oth Sch",1991,0,0.136,0.137,SE6704,CUUR0000SE6704
Unpriced Items,1991,0,0.094,0.081,SE6709,CUUR0000SE6709
Personal Expenses,1991,0,1.241,1.118,SE68,CUUR0000SE68
Legal Service Fees,1991,0,0.457,0.39,SE6801,CUUR0000SE6801
Personal Financial Services,1991,0,0.336,0.276,SE6802,CUUR0000SE6802
Funeral Expenses,1991,0,0.35,0.359,SE6803,CUUR0000SE6803
Unpriced Items,1991,0,0.098,0.092,SE6809,CUUR0000SE6809
Information Processing Equipment,1991,0,0.136,0.103,SE69,CUUR0000SE69
Information Processing Equipment,1991,0,0.136,0.103,SE6901,CUUR0000SE6901
Commodities,1992,0,44.095,48.182,SAC,CUUR0000SAC
Energy Commodities,1992,0,3.662,4.374,SACE,CUUR0000SACE
Commodities less Food,1992,0,28.318,30.61,SACL1,CUUR0000SACL1
Commodities less Food and Energy,1992,0,24.656,26.235,SACL1E,CUUR0000SACL1E
"Commodities less Food, Energy, & UCR",1992,0,23.472,24.096,SACL1E4,CUUR0000SACL1E4
Commodities less Food & Beverages,1992,0,26.699,28.872,SACL11,CUUR0000SACL11
Durables,1992,0,10.579,11.648,SAD,CUUR0000SAD
Nondurables,1992,0,33.516,36.535,SAN,CUUR0000SAN
Nondurables less Food,1992,0,17.739,18.962,SANL1,CUUR0000SANL1
Nondurables less Food and Beverages,1992,0,16.119,17.224,SANL11,CUUR0000SANL11
"Nondurables less Food, Bvrgs, Apparel",1992,0,10.679,11.739,SANL113,CUUR0000SANL113
Nondurables less Food and Apparel,1992,0,12.299,13.476,SANL13,CUUR0000SANL13
Domestically Produced Farm Foods,1992,0,8.638,9.795,SAN1D,CUUR0000SAN1D
Selected Beef Cuts,1992,0,0.686,0.846,SAN1S,CUUR0000SAN1S
Services,1992,0,55.905,51.818,SAS,CUUR0000SAS
Services less Energy,1992,0,52.273,48.052,SASLE,CUUR0000SASLE
Services less Rent of Shelter,1992,0,28.642,26.79,SASL2RS,CUUR0000SASL2RS
Services less Medical Care,1992,0,50.257,46.986,SASL5,CUUR0000SASL5
SAS2LSRS HOUSEHOLD SER LESS RENT OF SHELTER,1992,0,8.905,8.749,,
Rent of Shelter,1992,0,27.263,25.027,SAS2RS,CUUR0000SAS2RS
"Housekeeping, Home Maintenance Ser",1992,0,1.607,1.244,SAS22,CUUR0000SAS22
Utilities and Public Transportation,1992,0,8.412,8.321,SAS24,CUUR0000SAS24
Other Services,1992,0,7.184,6.147,SAS367,CUUR0000SAS367
Transportation Services,1992,0,6.904,7.063,SAS4,CUUR0000SAS4
Medical Care Services less Health Ins,1992,0,5.356,4.618,SAS5L58,CUUR0000SAS5L58
All Items,1992,0,100.0,100.0,SA0,CUUR0000SA0
Energy,1992,0,7.294,8.14,SA0E,CUUR0000SA0E
All Items less Energy,1992,0,92.706,91.86,SA0LE,CUUR0000SA0LE
All Items less Food,1992,0,84.223,82.428,SA0L1,CUUR0000SA0L1
All Items less Food and Energy,1992,0,76.929,74.288,SA0L1E,CUUR0000SA0L1E
All Items less Food and Shelter,1992,0,56.343,56.856,SA0L12,CUUR0000SA0L12
"All Items less Food,Shel,And Energy",1992,0,49.049,48.716,SA0L12E,CUUR0000SA0L12E
"SA0L12E4 ALL ITEMS LESS FOOD,SHEL,ENRGY & UCR",1992,0,47.864,46.576,,
All Items less Shelter,1992,0,72.12,74.428,SA0L2,CUUR0000SA0L2
All Items less Homeowners' Costs,1992,0,80.317,82.72,,
All Items less Medical Care,1992,0,93.069,94.112,SA0L5,CUUR0000SA0L5
Food and Beverages,1992,0,17.396,19.31,SAF,CUUR0000SAF
Food,1992,0,15.777,17.572,SAF1,CUUR0000SAF1
Food At Home,1992,0,9.78,11.092,SAF11,CUUR0000SAF11
Cereals and Bakery Products,1992,0,1.441,1.642,SAF111,CUUR0000SAF111
"Meats, Poultry, Fish and Eggs",1992,0,2.955,3.477,SAF112,CUUR0000SAF112
"Meats, Poultry, and Fish",1992,0,2.79,3.283,SAF1121,CUUR0000SAF1121
SA111211 MEATS,1992,0,1.996,2.408,,
Dairy Products,1992,0,1.209,1.343,SEFJ,CUUR0000SEFJ
Other Food At Home,1992,0,2.336,2.687,SAF115,CUUR0000SAF115
Housing,1992,0,41.404,38.948,SAH,CUUR0000SAH
Shelter,1992,0,27.88,25.572,SAH1,CUUR0000SAH1
Renters' Costs,1992,0,7.993,8.097,SA211,CUUR0000SA211
Other Renters' Costs,1992,0,2.192,1.451,SA2112,CUUR0000SA2112
Maintenance and Repairs,1992,0,0.204,0.196,SA213,CUUR0000SA213
Household Fuels and Other Utilities,1992,0,7.28,7.517,SAH2,CUUR0000SAH2
Household Fuels,1992,0,4.027,4.127,SAH21,CUUR0000SAH21
Household Furnishings & Operation,1992,0,6.243,5.859,SAH3,CUUR0000SAH3
Housefurnishings,1992,0,3.644,3.57,SAH31,CUUR0000SAH31
Appliances & Electronic Equipment,1992,0,0.926,0.975,SA2313,CUUR0000SA2313
Apparel and Upkeep,1992,0,6.005,6.015,SAA,CUUR0000SAA
Apparel Commodities,1992,0,5.44,5.486,,
Apparel Commodities less Footwear,1992,0,4.643,4.605,SA311,CUUR0000SA311
Men's and Boy's Apparel,1992,0,1.422,1.421,SAA1,CUUR0000SAA1
Women's and Girl's Apparel,1992,0,2.458,2.401,SAA2,CUUR0000SAA2
Other Apparel Commodities,1992,0,0.548,0.505,SA3114,CUUR0000SA3114
Transportation,1992,0,17.012,18.947,SAT,CUUR0000SAT
Private Transportation,1992,0,15.484,17.781,SAT1,CUUR0000SAT1
Other Private Transportation,1992,0,4.504,5.118,SA415,CUUR0000SA415
Other Private Trans. Commodities,1992,0,0.655,0.826,SA4151,CUUR0000SA4151
Oth Private Trans. Services,1992,0,3.85,4.293,SA4152,CUUR0000SA4152
Medical Care,1992,0,6.931,5.888,SAM,CUUR0000SAM
Medical Care less Health Insurance,1992,0,6.638,5.674,SA5L58,CUUR0000SA5L58
Medical Care Commodities,1992,0,1.283,1.056,SAM1,CUUR0000SAM1
Medical Care Services,1992,0,5.648,4.832,SAM2,CUUR0000SAM2
Entertainment,1992,0,4.35,4.022,SAR,CUUR0000SAR
Entertainment Commodities,1992,0,2.003,2.091,,
Other Goods and Services,1992,0,6.902,6.871,SAG,CUUR0000SAG
Personal Care,1992,0,1.187,1.149,SA712,CUUR0000SA712
Personal and Educational Expenses,1992,0,3.968,3.411,SA713,CUUR0000SA713
Personal and Educational Services,1992,0,3.721,3.195,SA7132,CUUR0000SA7132
Cereals and Cereal Products,1992,0,0.465,0.537,SE01,CUUR0000SE01
"Flour,Prep Flour Mixes",1992,0,0.074,0.087,SE0101,CUUR0000SE0101
Cereal,1992,0,0.291,0.334,SE0102,CUUR0000SE0102
"Rice,Pasta,Cornmeal",1992,0,0.099,0.116,SE0103,CUUR0000SE0103
Bakery Products,1992,0,0.976,1.106,SE02,CUUR0000SE02
White Bread,1992,0,0.232,0.286,SE0201,CUUR0000SE0201
Fresh Oth Breads/Bisc/Rolls/Muffins,1992,0,0.222,0.232,SE0202,CUUR0000SE0202
"Cookies, Fresh Cakes & Cupcakes",1992,0,0.248,0.293,SE0204,CUUR0000SE0204
Other Bakery Products,1992,0,0.274,0.294,SE0206,CUUR0000SE0206
Beef and Veal,1992,0,1.029,1.236,SE03,CUUR0000SE03
Ground Beef Exclude Canned,1992,0,0.357,0.446,SE0301,CUUR0000SE0301
Chuck Roast,1992,0,0.092,0.107,SE0302,CUUR0000SE0302
Round Roast,1992,0,0.055,0.062,SE0303,CUUR0000SE0303
Other Beef and Veal,1992,0,0.362,0.412,SE0304,CUUR0000SE0304
Round Steak,1992,0,0.086,0.113,SE0305,CUUR0000SE0305
Sirloin Steak,1992,0,0.076,0.095,SE0306,CUUR0000SE0306
Pork,1992,0,0.563,0.691,SE04,CUUR0000SE04
Bacon,1992,0,0.083,0.099,SE0401,CUUR0000SE0401
Pork Chops,1992,0,0.145,0.181,SE0402,CUUR0000SE0402
Ham,1992,0,0.137,0.168,SE0403,CUUR0000SE0403
Other Pork Incl Sausage,1992,0,0.198,0.243,SE0404,CUUR0000SE0404
Other Meats,1992,0,0.404,0.481,SE05,CUUR0000SE05
Other Meats,1992,0,0.404,0.481,SE0501,CUUR0000SE0501
Poultry,1992,0,0.43,0.481,SE06,CUUR0000SE06
Fresh Whole Chicken,1992,0,0.143,0.17,SE0601,CUUR0000SE0601
Fresh/Frozen Chicken Parts,1992,0,0.207,0.226,SE0602,CUUR0000SE0602
Other Poultry,1992,0,0.08,0.085,SE0603,CUUR0000SE0603
Fish and Seafood,1992,0,0.364,0.394,SE07,CUUR0000SE07
"Canned Fish,Seafood",1992,0,0.076,0.084,SE0701,CUUR0000SE0701
"Fresh/Frozen Fish,Seafood",1992,0,0.288,0.311,SE0702,CUUR0000SE0702
Eggs,1992,0,0.166,0.194,SE08,CUUR0000SE08
Eggs,1992,0,0.166,0.194,SE0801,CUUR0000SE0801
Fresh Milk and Cream,1992,0,0.605,0.709,SE09,CUUR0000SE09
Fresh Whole Milk,1992,0,0.351,0.437,SE0901,CUUR0000SE0901
Other Fresh Milk and Cream,1992,0,0.254,0.272,SE0902,CUUR0000SE0902
Processed Dairy Products,1992,0,0.604,0.633,SE10,CUUR0000SE10
Other Dairy Products Incl Butter,1992,0,0.099,0.103,SE1001,CUUR0000SE1001
Cheese,1992,0,0.351,0.363,SE1002,CUUR0000SE1002
"Ice Cream,Related Prod",1992,0,0.154,0.167,SE1004,CUUR0000SE1004
Fresh Fruits,1992,0,0.639,0.663,SE11,CUUR0000SE11
Apples,1992,0,0.105,0.115,SE1101,CUUR0000SE1101
Bananas,1992,0,0.062,0.066,SE1102,CUUR0000SE1102
Oranges Including Tangerines,1992,0,0.079,0.096,SE1103,CUUR0000SE1103
Other Fresh Fruits,1992,0,0.393,0.386,SE1104,CUUR0000SE1104
Potatoes,1992,0,0.09,0.1,SE1201,CUUR0000SE1201
Lettuce,1992,0,0.073,0.077,SE1202,CUUR0000SE1202
Tomatoes,1992,0,0.1,0.116,SE1203,CUUR0000SE1203
Processed Fruits,1992,0,0.361,0.362,SE13,CUUR0000SE13
"Fruit Juices, & Frozen Fruit",1992,0,0.283,0.289,SE1301,CUUR0000SE1301
Canned and Dried Fruits,1992,0,0.077,0.073,SE1303,CUUR0000SE1303
Sugar and Sweets,1992,0,0.338,0.38,SE15,CUUR0000SE15
Sweets Including Candy,1992,0,0.251,0.272,SE1501,CUUR0000SE1501
Sugar and Artificial Sweetners,1992,0,0.087,0.108,SE1502,CUUR0000SE1502
Fats and Oils,1992,0,0.251,0.288,SE16,CUUR0000SE16
Fats and Oils,1992,0,0.251,0.288,SE1601,CUUR0000SE1601
Nonalcoholic Beverages,1992,0,0.716,0.836,SE17,CUUR0000SE17
Carbonated Drinks,1992,0,0.388,0.478,SE1701,CUUR0000SE1701
Coffee,1992,0,0.185,0.195,SE1703,CUUR0000SE1703
Oth Noncarbonated Drinks,1992,0,0.143,0.163,SE1705,CUUR0000SE1705
Other Prepared Foods,1992,0,1.031,1.183,SE18,CUUR0000SE18
Canned Packaged Soup,1992,0,0.091,0.1,SE1801,CUUR0000SE1801
Frozen Prepared Foods,1992,0,0.179,0.198,SE1802,CUUR0000SE1802
Snacks,1992,0,0.199,0.226,SE1803,CUUR0000SE1803
Seasngs/Condiments/Sauces/Gravies,1992,0,0.273,0.31,SE1804,CUUR0000SE1804
Misc. Prepared Foods Incl. Baby Food,1992,0,0.29,0.349,SE1806,CUUR0000SE1806
Food Away From Home,1992,0,5.997,6.48,SE19,CUUR0000SE19
Lunch,1992,0,2.123,2.414,SE1901,CUUR0000SE1901
Dinner,1992,0,2.548,2.638,SE1902,CUUR0000SE1902
Other Meals and Snacks,1992,0,1.013,1.204,SE1903,CUUR0000SE1903
Unpriced Items,1992,0,0.312,0.224,SE1909,CUUR0000SE1909
Alcoholic Beverages,1992,0,1.62,1.738,SE20,CUUR0000SE20
Alcoholic Beverages At Home,1992,0,0.875,0.962,SE200A,CUUR0000SE200A
Beer and Ale At Home,1992,0,0.457,0.574,SE2001,CUUR0000SE2001
Distilled Spirits At Home,1992,0,0.222,0.211,SE2002,CUUR0000SE2002
Wine At Home,1992,0,0.196,0.177,SE2003,CUUR0000SE2003
Alcoholic Bev Away From Home,1992,0,0.745,0.775,SE2005,CUUR0000SE2005
Rent-Renter Occupied,1992,0,7.96,8.07,SE21,CUUR0000SE21
Rent of Dwelling,1992,0,5.801,6.645,SE2101,CUUR0000SE2101
Lodging While Out of Town,1992,0,1.938,1.284,SE2102,CUUR0000SE2102
Lodging While At School,1992,0,0.22,0.14,SE2103,CUUR0000SE2103
Homeowners' Costs,1992,0,19.683,17.28,SE22,CUUR0000SE22
Owners' Equivalent Rent,1992,0,19.303,16.958,SE2201,CUUR0000SE2201
Household Insurance,1992,0,0.38,0.322,SE2202,CUUR0000SE2202
Maintenance and Repair Services,1992,0,0.125,0.109,SE23,CUUR0000SE23
Maintenance and Repair Services,1992,0,0.125,0.109,SE2301,CUUR0000SE2301
Maintenance and Repair Commod,1992,0,0.079,0.087,SE24,CUUR0000SE24
"Materials, Supp & Equip for Hm Reps",1992,0,0.036,0.04,SE2401,CUUR0000SE2401
Other Maintenance & Repair Commod,1992,0,0.042,0.047,SE2404,CUUR0000SE2404
Fuel Oil & Oth Hous. Fuel Com,1992,0,0.395,0.361,SE25,CUUR0000SE25
Fuel Oil,1992,0,0.275,0.236,SE2501,CUUR0000SE2501
Other Household Fuel Commod,1992,0,0.12,0.125,SE2502,CUUR0000SE2502
Gas (Piped) and Electricity,1992,0,3.632,3.765,SE26,CUUR0000SE26
Electricity,1992,0,2.491,2.559,SE2601,CUUR0000SE2601
Utility (Piped) Gas,1992,0,1.141,1.206,SE2602,CUUR0000SE2602
Other Util and Public Services,1992,0,3.253,3.39,SE27,CUUR0000SE27
Telephone Services,1992,0,1.764,1.793,SE270A,CUUR0000SE270A
Other Util and Public Ser Excl Tele,1992,0,1.489,1.597,SE270B,CUUR0000SE270B
Telephone- Main Statn Serv,1992,0,1.205,1.23,SE2701,CUUR0000SE2701
Water/Sewerage Maintenance,1992,0,0.747,0.771,SE2702,CUUR0000SE2702
"Community Antenna,Cable Tv",1992,0,0.529,0.615,SE2703,CUUR0000SE2703
Garbage/Trash Collection,1992,0,0.212,0.211,SE2704,CUUR0000SE2704
Tele.Interstate Toll Call,1992,0,0.311,0.31,SE2705,CUUR0000SE2705
Tele.Intrastate Toll Call,1992,0,0.248,0.253,SE2706,CUUR0000SE2706
Textile Housefurnishings,1992,0,0.358,0.34,SE28,CUUR0000SE28
Textile Housefurnishings,1992,0,0.358,0.34,SE2801,CUUR0000SE2801
Furniture and Bedding,1992,0,1.126,1.096,SE29,CUUR0000SE29
Bedroom Furniture,1992,0,0.372,0.411,SE2901,CUUR0000SE2901
Sofas,1992,0,0.22,0.211,SE2902,CUUR0000SE2902
Other Furniture,1992,0,0.349,0.298,SE2904,CUUR0000SE2904
Major Household Appliances,1992,0,0.303,0.334,SE30,CUUR0000SE30
"Refrigerator, Home Freezer",1992,0,0.09,0.099,SE3001,CUUR0000SE3001
Laundry Equipment,1992,0,0.098,0.113,SE3002,CUUR0000SE3002
Stoves/Ovens/Dshwhrs/Air Conds,1992,0,0.116,0.122,SE3003,CUUR0000SE3003
Tv and Sound Equipment,1992,0,0.498,0.548,SE31,CUUR0000SE31
Television,1992,0,0.173,0.197,SE3101,CUUR0000SE3101
Other Video Equipment,1992,0,0.094,0.098,SE3102,CUUR0000SE3102
Sound Equipment,1992,0,0.231,0.252,SE3103,CUUR0000SE3103
Unpriced Items,1992,0,0.0,0.0,SE3109,CUUR0000SE3109
Other Housefurnishings,1992,0,1.234,1.16,SE32,CUUR0000SE32
"Fl/Wdw Cv,In/Ldy/Cl/Od Eq",1992,0,0.177,0.151,SE3201,CUUR0000SE3201
"Clocks,Lamps, and Decor Items",1992,0,0.247,0.199,SE3202,CUUR0000SE3202
"Tblwr,Srv Pcs,Nonel Ktnwr",1992,0,0.217,0.196,SE3203,CUUR0000SE3203
"Lawn Eq, Power Tools & Oth Hrdw",1992,0,0.185,0.227,SE3204,CUUR0000SE3204
Indoor Plants & Fresh Cut Flowers,1992,0,0.18,0.159,SE3206,CUUR0000SE3206
Unpriced Items,1992,0,0.088,0.08,SE3209,CUUR0000SE3209
Housekeeping Supplies,1992,0,1.118,1.153,SE33,CUUR0000SE33
Laundry & Clning Products Incl Soap,1992,0,0.404,0.466,SE3301,CUUR0000SE3301
Household Paper Prod & Stnry Supplies,1992,0,0.36,0.357,SE3303,CUUR0000SE3303
Misc Household Products,1992,0,0.354,0.331,SE3305,CUUR0000SE3305
Housekeeping Services,1992,0,1.482,1.136,SE34,CUUR0000SE34
Postage,1992,0,0.261,0.255,SE3401,CUUR0000SE3401
Babysitting,1992,0,0.249,0.321,SE3402,CUUR0000SE3402
Domestic Service,1992,0,0.235,0.068,SE3403,CUUR0000SE3403
"Gardening,Oth Home Serv",1992,0,0.387,0.22,SE3404,CUUR0000SE3404
Appliance and Furniture Repair,1992,0,0.182,0.141,SE3406,CUUR0000SE3406
Care of Invalids/Elderly/Convales,1992,0,0.052,0.039,SE3407,CUUR0000SE3407
Unpriced Items,1992,0,0.116,0.091,SE3409,CUUR0000SE3409
Tenants' Insurance,1992,0,0.033,0.027,SE35,CUUR0000SE35
Tenants' Insurance,1992,0,0.033,0.027,SE3501,CUUR0000SE3501
Men's Apparel,1992,0,1.173,1.112,SE36,CUUR0000SE36
"Men's Suits, Spt Cts, Cts & Jckts",1992,0,0.347,0.27,SE3601,CUUR0000SE3601
Men's Furn. & Spec. Clothing,1992,0,0.269,0.258,SE3603,CUUR0000SE3603
Men's Shirts,1992,0,0.299,0.301,SE3604,CUUR0000SE3604
"Men's Dngrees, Jeans, Trsrs",1992,0,0.242,0.263,SE3605,CUUR0000SE3605
Unpriced Items,1992,0,0.015,0.02,SE3609,CUUR0000SE3609
Boys' Apparel,1992,0,0.249,0.309,SE37,CUUR0000SE37
Boys' Apparel,1992,0,0.247,0.307,SE3701,CUUR0000SE3701
Unpriced Items,1992,0,0.002,0.002,SE3709,CUUR0000SE3709
Women's Apparel,1992,0,2.082,1.966,SE38,CUUR0000SE38
Women's Coats and Jackets,1992,0,0.205,0.162,SE3801,CUUR0000SE3801
Women's Dresses,1992,0,0.356,0.36,SE3802,CUUR0000SE3802
Women's Separates & Sportswear,1992,0,0.972,0.959,SE3803,CUUR0000SE3803
"Women's Nghtwr,Undwr,Hsry,Accessories",1992,0,0.339,0.342,SE3804,CUUR0000SE3804
Women's Suits,1992,0,0.18,0.116,SE3805,CUUR0000SE3805
Unpriced Items,1992,0,0.031,0.028,SE3809,CUUR0000SE3809
Girls' Apparel,1992,0,0.376,0.435,SE39,CUUR0000SE39
Girls' Apparel,1992,0,0.368,0.425,SE3901,CUUR0000SE3901
Unpriced Items,1992,0,0.009,0.01,SE3909,CUUR0000SE3909
Footwear,1992,0,0.798,0.881,SE40,CUUR0000SE40
Men's Footwear,1992,0,0.257,0.3,SE4001,CUUR0000SE4001
Boys' and Girls' Footwear,1992,0,0.16,0.208,SE4002,CUUR0000SE4002
Women's Footwear,1992,0,0.381,0.372,SE4003,CUUR0000SE4003
"Infants',Toddlers' Apparel",1992,0,0.215,0.278,SE41,CUUR0000SE41
Infants' & Toddlers' Apparel,1992,0,0.194,0.254,SE4101,CUUR0000SE4101
Unpriced Items,1992,0,0.021,0.024,SE4109,CUUR0000SE4109
"Sewing Materials,Notions & Luggage",1992,0,0.094,0.083,SE42,CUUR0000SE42
"Sewing Materials,Notions & Luggage",1992,0,0.094,0.083,SE4201,CUUR0000SE4201
Watches and Jewelry,1992,0,0.453,0.422,SE43,CUUR0000SE43
Watches,1992,0,0.082,0.077,SE4301,CUUR0000SE4301
Jewelry,1992,0,0.372,0.345,SE4302,CUUR0000SE4302
Apparel Services,1992,0,0.564,0.529,SE44,CUUR0000SE44
Other Apparel Services,1992,0,0.269,0.302,SE4401,CUUR0000SE4401
"Oth Lndry,Dry Cl-Apparel",1992,0,0.295,0.227,SE4402,CUUR0000SE4402
New Vehicles,1992,0,5.001,4.905,SE45,CUUR0000SE45
New Cars,1992,0,4.027,3.594,SE4501,CUUR0000SE4501
New Trucks,1992,0,0.891,1.16,SE4502,CUUR0000SE4502
New Motorcycles,1992,0,0.083,0.151,SE4503,CUUR0000SE4503
Used Cars,1992,0,1.184,2.14,SE46,CUUR0000SE46
Used Cars,1992,0,1.081,1.878,SE4601,CUUR0000SE4601
Unpriced Items,1992,0,0.104,0.262,SE4609,CUUR0000SE4609
"Motor Fuel, Motor Oil, Coolant, Et",1992,0,3.327,4.089,SE47,CUUR0000SE47
Motor Fuel,1992,0,3.268,4.013,SE4701,CUUR0000SE4701
"Motor Oil, Coolant, and Others",1992,0,0.059,0.076,SE4702,CUUR0000SE4702
Automobile Parts and Equipment,1992,0,0.595,0.75,SE48,CUUR0000SE48
Tires,1992,0,0.296,0.352,SE4801,CUUR0000SE4801
Other Parts and Equipment,1992,0,0.299,0.398,SE4802,CUUR0000SE4802
Automobile Maintenance and Repair,1992,0,1.527,1.605,SE49,CUUR0000SE49
